,location,industry,fuels_consumed,date,value
3430,qld,Commercial_services,Naturalgas,2001-02,0.3
3424,qld,Commercial_services,Diesel,2001-02,5.1
3418,qld,Commercial_services,LPG,2001-02,0.6
3410,qld,Commercial_services,Blackcoal,2001-02,0.6
3433,qld,Commercial_services,Electricity,2001-02,33.9
3466,qld,Transport_postal,LPG,2001-02,5.6
3170,qld,Electricity_gas_water_serv,Blackcoal,2001-02,452
3193,qld,Electricity_gas_water_serv,Electricity,2001-02,27.3
3185,qld,Electricity_gas_water_serv,Fueloil,2001-02,1
3184,qld,Electricity_gas_water_serv,Diesel,2001-02,4.1
3961,qld,Residential,Electricity,2001-02,34.3
3960,qld,Residential,Solarenergy,2001-02,0.4
3958,qld,Residential,Naturalgas,2001-02,1.5
3952,qld,Residential,Diesel,2001-02,0.6
3946,qld,Residential,LPG,2001-02,2
2281,qld,Manufacturing,Electricity,2001-02,53.1
2278,qld,Manufacturing,Naturalgas,2001-02,46
2273,qld,Manufacturing,Fueloil,2001-02,9.6
2272,qld,Manufacturing,Diesel,2001-02,2.2
2266,qld,Manufacturing,LPG,2001-02,1.2
2089,qld,Mining,Electricity,2001-02,20.6
2086,qld,Mining,Naturalgas,2001-02,10.5
2080,qld,Mining,Diesel,2001-02,24
2041,qld,Agriculture,Electricity,2001-02,1.2
2038,qld,Agriculture,Naturalgas,2001-02,0.1
2032,qld,Agriculture,Diesel,2001-02,13.3
2026,qld,Agriculture,LPG,2001-02,0.3
2258,qld,Manufacturing,Blackcoal,2001-02,52
5398,qld,Construction,Naturalgas,2002-03,0.3
5392,qld,Construction,Diesel,2002-03,8.1
5497,qld,Transport_postal,Electricity,2002-03,4.2
5494,qld,Transport_postal,Naturalgas,2002-03,1.3
5489,qld,Transport_postal,Fueloil,2002-03,3.8
5488,qld,Transport_postal,Diesel,2002-03,77.6
5482,qld,Transport_postal,LPG,2002-03,6.9
5446,qld,Commercial_services,Naturalgas,2002-03,0.3
5440,qld,Commercial_services,Diesel,2002-03,4.6
5434,qld,Commercial_services,LPG,2002-03,0.5
5426,qld,Commercial_services,Blackcoal,2002-03,0.6
5448,qld,Commercial_services,Solarenergy,2002-03,0
5449,qld,Commercial_services,Electricity,2002-03,40.8
5186,qld,Electricity_gas_water_serv,Blackcoal,2002-03,453.4
5210,qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2002-03,0.3
5209,qld,Electricity_gas_water_serv,Electricity,2002-03,28
5206,qld,Electricity_gas_water_serv,Naturalgas,2002-03,22
5201,qld,Electricity_gas_water_serv,Fueloil,2002-03,1.1
5200,qld,Electricity_gas_water_serv,Diesel,2002-03,5.4
5977,qld,Residential,Electricity,2002-03,38.2
5976,qld,Residential,Solarenergy,2002-03,0.4
5974,qld,Residential,Naturalgas,2002-03,1.4
5968,qld,Residential,Diesel,2002-03,0.6
5962,qld,Residential,LPG,2002-03,2.2
4298,qld,Manufacturing,Liquid/gasBiofuels,2002-03,0.1
4297,qld,Manufacturing,Electricity,2002-03,57
4294,qld,Manufacturing,Naturalgas,2002-03,60.2
4289,qld,Manufacturing,Fueloil,2002-03,9
4288,qld,Manufacturing,Diesel,2002-03,5.1
4282,qld,Manufacturing,LPG,2002-03,1.5
4105,qld,Mining,Electricity,2002-03,16.8
4102,qld,Mining,Naturalgas,2002-03,8.5
4097,qld,Mining,Fueloil,2002-03,0.3
4096,qld,Mining,Diesel,2002-03,37.5
4057,qld,Agriculture,Electricity,2002-03,1.5
4054,qld,Agriculture,Naturalgas,2002-03,0.1
4048,qld,Agriculture,Diesel,2002-03,16.5
4042,qld,Agriculture,LPG,2002-03,0.3
4090,qld,Mining,LPG,2002-03,0
4274,qld,Manufacturing,Blackcoal,2002-03,49.8
7414,qld,Construction,Naturalgas,2003-04,0.3
7408,qld,Construction,Diesel,2003-04,8.2
7513,qld,Transport_postal,Electricity,2003-04,4.2
7510,qld,Transport_postal,Naturalgas,2003-04,1.4
7505,qld,Transport_postal,Fueloil,2003-04,3.9
7504,qld,Transport_postal,Diesel,2003-04,82.9
7498,qld,Transport_postal,LPG,2003-04,6.9
7462,qld,Commercial_services,Naturalgas,2003-04,0.3
7456,qld,Commercial_services,Diesel,2003-04,5.6
7450,qld,Commercial_services,LPG,2003-04,1.4
7442,qld,Commercial_services,Blackcoal,2003-04,0.6
7464,qld,Commercial_services,Solarenergy,2003-04,0
7465,qld,Commercial_services,Electricity,2003-04,41.7
7202,qld,Electricity_gas_water_serv,Blackcoal,2003-04,497.4
7226,qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2003-04,0.5
7225,qld,Electricity_gas_water_serv,Electricity,2003-04,36.9
7222,qld,Electricity_gas_water_serv,Naturalgas,2003-04,24.7
7217,qld,Electricity_gas_water_serv,Fueloil,2003-04,1.2
7216,qld,Electricity_gas_water_serv,Diesel,2003-04,5.2
7993,qld,Residential,Electricity,2003-04,40.2
7992,qld,Residential,Solarenergy,2003-04,0.4
7990,qld,Residential,Naturalgas,2003-04,1.5
7984,qld,Residential,Diesel,2003-04,0.5
7978,qld,Residential,LPG,2003-04,2.3
6314,qld,Manufacturing,Liquid/gasBiofuels,2003-04,0.1
6313,qld,Manufacturing,Electricity,2003-04,57.6
6310,qld,Manufacturing,Naturalgas,2003-04,60.4
6305,qld,Manufacturing,Fueloil,2003-04,8.7
6304,qld,Manufacturing,Diesel,2003-04,4.7
6298,qld,Manufacturing,LPG,2003-04,1.9
6121,qld,Mining,Electricity,2003-04,17.3
6118,qld,Mining,Naturalgas,2003-04,9.1
6113,qld,Mining,Fueloil,2003-04,0.3
6112,qld,Mining,Diesel,2003-04,39.5
6106,qld,Mining,LPG,2003-04,0
6073,qld,Agriculture,Electricity,2003-04,1.6
6070,qld,Agriculture,Naturalgas,2003-04,0.1
6064,qld,Agriculture,Diesel,2003-04,16.5
6058,qld,Agriculture,LPG,2003-04,0.3
6290,qld,Manufacturing,Blackcoal,2003-04,50.4
9430,qld,Construction,Naturalgas,2004-05,0.3
9424,qld,Construction,Diesel,2004-05,8
9529,qld,Transport_postal,Electricity,2004-05,4
9526,qld,Transport_postal,Naturalgas,2004-05,1.4
9521,qld,Transport_postal,Fueloil,2004-05,3.8
9520,qld,Transport_postal,Diesel,2004-05,85.5
9514,qld,Transport_postal,LPG,2004-05,6.6
9478,qld,Commercial_services,Naturalgas,2004-05,0.3
9472,qld,Commercial_services,Diesel,2004-05,5.1
9480,qld,Commercial_services,Solarenergy,2004-05,0
9466,qld,Commercial_services,LPG,2004-05,1.3
9458,qld,Commercial_services,Blackcoal,2004-05,0.6
9481,qld,Commercial_services,Electricity,2004-05,42.4
9218,qld,Electricity_gas_water_serv,Blackcoal,2004-05,541.1
9242,qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2004-05,0.7
9241,qld,Electricity_gas_water_serv,Electricity,2004-05,30.2
9238,qld,Electricity_gas_water_serv,Naturalgas,2004-05,22
9233,qld,Electricity_gas_water_serv,Fueloil,2004-05,1.4
9232,qld,Electricity_gas_water_serv,Diesel,2004-05,5.2
10009,qld,Residential,Electricity,2004-05,40.3
10008,qld,Residential,Solarenergy,2004-05,0.4
10006,qld,Residential,Naturalgas,2004-05,2.5
10000,qld,Residential,Diesel,2004-05,0.5
9994,qld,Residential,LPG,2004-05,2.3
8330,qld,Manufacturing,Liquid/gasBiofuels,2004-05,0.2
8329,qld,Manufacturing,Electricity,2004-05,59.9
8326,qld,Manufacturing,Naturalgas,2004-05,61.3
8321,qld,Manufacturing,Fueloil,2004-05,8.5
8320,qld,Manufacturing,Diesel,2004-05,4.7
8314,qld,Manufacturing,LPG,2004-05,2.4
8137,qld,Mining,Electricity,2004-05,17.3
8134,qld,Mining,Naturalgas,2004-05,9.7
8129,qld,Mining,Fueloil,2004-05,0.3
8128,qld,Mining,Diesel,2004-05,47.6
8089,qld,Agriculture,Electricity,2004-05,1.5
8086,qld,Agriculture,Naturalgas,2004-05,0.1
8080,qld,Agriculture,Diesel,2004-05,18.2
8074,qld,Agriculture,LPG,2004-05,0.3
8122,qld,Mining,LPG,2004-05,0.1
8306,qld,Manufacturing,Blackcoal,2004-05,54.8
11446,qld,Construction,Naturalgas,2005-06,0.3
11440,qld,Construction,Diesel,2005-06,6.6
11545,qld,Transport_postal,Electricity,2005-06,4.4
11542,qld,Transport_postal,Naturalgas,2005-06,1.5
11537,qld,Transport_postal,Fueloil,2005-06,3.7
11536,qld,Transport_postal,Diesel,2005-06,90.7
11530,qld,Transport_postal,LPG,2005-06,7.6
11494,qld,Commercial_services,Naturalgas,2005-06,0.3
11488,qld,Commercial_services,Diesel,2005-06,6.3
11496,qld,Commercial_services,Solarenergy,2005-06,0
11482,qld,Commercial_services,LPG,2005-06,1.3
11474,qld,Commercial_services,Blackcoal,2005-06,0.6
11497,qld,Commercial_services,Electricity,2005-06,42.3
11234,qld,Electricity_gas_water_serv,Blackcoal,2005-06,553
11258,qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2005-06,0.6
11257,qld,Electricity_gas_water_serv,Electricity,2005-06,28.7
11254,qld,Electricity_gas_water_serv,Naturalgas,2005-06,20.8
11249,qld,Electricity_gas_water_serv,Fueloil,2005-06,1.1
11248,qld,Electricity_gas_water_serv,Diesel,2005-06,6.1
12025,qld,Residential,Electricity,2005-06,40.6
12024,qld,Residential,Solarenergy,2005-06,0.4
12022,qld,Residential,Naturalgas,2005-06,2.5
12016,qld,Residential,Diesel,2005-06,0.5
12010,qld,Residential,LPG,2005-06,2.7
10346,qld,Manufacturing,Liquid/gasBiofuels,2005-06,0.2
10345,qld,Manufacturing,Electricity,2005-06,60.9
10342,qld,Manufacturing,Naturalgas,2005-06,62.7
10337,qld,Manufacturing,Fueloil,2005-06,10.8
10336,qld,Manufacturing,Diesel,2005-06,4.3
10153,qld,Mining,Electricity,2005-06,17.3
10150,qld,Mining,Naturalgas,2005-06,10.5
10145,qld,Mining,Fueloil,2005-06,0.3
10144,qld,Mining,Diesel,2005-06,41.7
10105,qld,Agriculture,Electricity,2005-06,1.6
10102,qld,Agriculture,Naturalgas,2005-06,0.1
10096,qld,Agriculture,Diesel,2005-06,19.2
10090,qld,Agriculture,LPG,2005-06,0.4
10138,qld,Mining,LPG,2005-06,0.1
10330,qld,Manufacturing,LPG,2005-06,4.2
10322,qld,Manufacturing,Blackcoal,2005-06,53.9
13462,qld,Construction,Naturalgas,2006-07,0.3
13456,qld,Construction,Diesel,2006-07,6.4
13562,qld,Transport_postal,Liquid/gasBiofuels,2006-07,0.7
13561,qld,Transport_postal,Electricity,2006-07,4.6
13558,qld,Transport_postal,Naturalgas,2006-07,1.6
13553,qld,Transport_postal,Fueloil,2006-07,3.4
13552,qld,Transport_postal,Diesel,2006-07,96.5
13546,qld,Transport_postal,LPG,2006-07,7.3
13504,qld,Commercial_services,Diesel,2006-07,6.5
13498,qld,Commercial_services,LPG,2006-07,1.3
13490,qld,Commercial_services,Blackcoal,2006-07,0.6
13510,qld,Commercial_services,Naturalgas,2006-07,0.3
13512,qld,Commercial_services,Solarenergy,2006-07,0
13513,qld,Commercial_services,Electricity,2006-07,45.2
13250,qld,Electricity_gas_water_serv,Blackcoal,2006-07,571.3
13274,qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2006-07,0.6
13273,qld,Electricity_gas_water_serv,Electricity,2006-07,34.6
13270,qld,Electricity_gas_water_serv,Naturalgas,2006-07,85.8
13265,qld,Electricity_gas_water_serv,Fueloil,2006-07,1.3
13264,qld,Electricity_gas_water_serv,Diesel,2006-07,5.1
14041,qld,Residential,Electricity,2006-07,42.1
14040,qld,Residential,Solarenergy,2006-07,1
14038,qld,Residential,Naturalgas,2006-07,2.6
14032,qld,Residential,Diesel,2006-07,0.5
14026,qld,Residential,LPG,2006-07,2.8
12362,qld,Manufacturing,Liquid/gasBiofuels,2006-07,0.2
12361,qld,Manufacturing,Electricity,2006-07,59.2
12358,qld,Manufacturing,Naturalgas,2006-07,64
12353,qld,Manufacturing,Fueloil,2006-07,9
12352,qld,Manufacturing,Diesel,2006-07,4.9
12346,qld,Manufacturing,LPG,2006-07,3.5
12169,qld,Mining,Electricity,2006-07,17.1
12166,qld,Mining,Naturalgas,2006-07,11.2
12161,qld,Mining,Fueloil,2006-07,0.3
12160,qld,Mining,Diesel,2006-07,41
12121,qld,Agriculture,Electricity,2006-07,1.7
12118,qld,Agriculture,Naturalgas,2006-07,0.1
12112,qld,Agriculture,Diesel,2006-07,19.3
12106,qld,Agriculture,LPG,2006-07,0.4
12154,qld,Mining,LPG,2006-07,0.1
12338,qld,Manufacturing,Blackcoal,2006-07,56.4
15478,qld,Construction,Naturalgas,2007-08,0.3
15472,qld,Construction,Diesel,2007-08,6.4
15578,qld,Transport_postal,Liquid/gasBiofuels,2007-08,1.5
15577,qld,Transport_postal,Electricity,2007-08,4.7
15574,qld,Transport_postal,Naturalgas,2007-08,1.7
15569,qld,Transport_postal,Fueloil,2007-08,3.1
15568,qld,Transport_postal,Diesel,2007-08,106.3
15562,qld,Transport_postal,LPG,2007-08,6.8
15520,qld,Commercial_services,Diesel,2007-08,6.9
15514,qld,Commercial_services,LPG,2007-08,1.4
15506,qld,Commercial_services,Blackcoal,2007-08,0.5
15526,qld,Commercial_services,Naturalgas,2007-08,0.3
15528,qld,Commercial_services,Solarenergy,2007-08,0
15529,qld,Commercial_services,Electricity,2007-08,46.1
15266,qld,Electricity_gas_water_serv,Blackcoal,2007-08,499
15290,qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2007-08,0.7
15289,qld,Electricity_gas_water_serv,Electricity,2007-08,32.9
15286,qld,Electricity_gas_water_serv,Naturalgas,2007-08,90.4
15281,qld,Electricity_gas_water_serv,Fueloil,2007-08,1.3
15280,qld,Electricity_gas_water_serv,Diesel,2007-08,5.1
16057,qld,Residential,Electricity,2007-08,43.1
16056,qld,Residential,Solarenergy,2007-08,1
16054,qld,Residential,Naturalgas,2007-08,2.7
16048,qld,Residential,Diesel,2007-08,0.5
16042,qld,Residential,LPG,2007-08,3.3
14378,qld,Manufacturing,Liquid/gasBiofuels,2007-08,0.2
14377,qld,Manufacturing,Electricity,2007-08,58.4
14374,qld,Manufacturing,Naturalgas,2007-08,68.4
14369,qld,Manufacturing,Fueloil,2007-08,8
14368,qld,Manufacturing,Diesel,2007-08,3.4
14362,qld,Manufacturing,LPG,2007-08,4.1
14185,qld,Mining,Electricity,2007-08,17.8
14182,qld,Mining,Naturalgas,2007-08,14.1
14177,qld,Mining,Fueloil,2007-08,0.4
14176,qld,Mining,Diesel,2007-08,42.2
14137,qld,Agriculture,Electricity,2007-08,1.6
14134,qld,Agriculture,Naturalgas,2007-08,0.1
14128,qld,Agriculture,Diesel,2007-08,19.3
14122,qld,Agriculture,LPG,2007-08,0.4
14170,qld,Mining,LPG,2007-08,0.1
14354,qld,Manufacturing,Blackcoal,2007-08,59.6
17494,qld,Construction,Naturalgas,2008-09,0.3
17488,qld,Construction,Diesel,2008-09,6.3
17594,qld,Transport_postal,Liquid/gasBiofuels,2008-09,2.1
17593,qld,Transport_postal,Electricity,2008-09,4.2
17590,qld,Transport_postal,Naturalgas,2008-09,1.2
17585,qld,Transport_postal,Fueloil,2008-09,10.9
17584,qld,Transport_postal,Diesel,2008-09,105.9
17578,qld,Transport_postal,LPG,2008-09,6.5
17542,qld,Commercial_services,Naturalgas,2008-09,0.3
17536,qld,Commercial_services,Diesel,2008-09,7
17530,qld,Commercial_services,LPG,2008-09,1.4
17522,qld,Commercial_services,Blackcoal,2008-09,0.5
17544,qld,Commercial_services,Solarenergy,2008-09,0
17545,qld,Commercial_services,Electricity,2008-09,46.5
17282,qld,Electricity_gas_water_serv,Blackcoal,2008-09,568.9
17306,qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2008-09,1.2
17305,qld,Electricity_gas_water_serv,Electricity,2008-09,35.9
17302,qld,Electricity_gas_water_serv,Naturalgas,2008-09,99.8
17297,qld,Electricity_gas_water_serv,Fueloil,2008-09,0.7
17296,qld,Electricity_gas_water_serv,Diesel,2008-09,4.8
18073,qld,Residential,Electricity,2008-09,44.2
18072,qld,Residential,Solarenergy,2008-09,1.2
18070,qld,Residential,Naturalgas,2008-09,2.7
18064,qld,Residential,Diesel,2008-09,0.4
18058,qld,Residential,LPG,2008-09,3.5
16394,qld,Manufacturing,Liquid/gasBiofuels,2008-09,0.2
16393,qld,Manufacturing,Electricity,2008-09,58.9
16390,qld,Manufacturing,Naturalgas,2008-09,71.7
16385,qld,Manufacturing,Fueloil,2008-09,6.4
16384,qld,Manufacturing,Diesel,2008-09,3.8
16378,qld,Manufacturing,LPG,2008-09,4.1
16201,qld,Mining,Electricity,2008-09,21
16198,qld,Mining,Naturalgas,2008-09,11.8
16193,qld,Mining,Fueloil,2008-09,0.5
16192,qld,Mining,Diesel,2008-09,45.6
16186,qld,Mining,LPG,2008-09,0.1
16153,qld,Agriculture,Electricity,2008-09,1.6
16150,qld,Agriculture,Naturalgas,2008-09,0.1
16144,qld,Agriculture,Diesel,2008-09,19.3
16138,qld,Agriculture,LPG,2008-09,0.4
16370,qld,Manufacturing,Blackcoal,2008-09,54.8
19510,qld,Construction,Naturalgas,2009-10,0.3
19504,qld,Construction,Diesel,2009-10,6.2
19610,qld,Transport_postal,Liquid/gasBiofuels,2009-10,2.7
19609,qld,Transport_postal,Electricity,2009-10,4.9
19606,qld,Transport_postal,Naturalgas,2009-10,1.5
19601,qld,Transport_postal,Fueloil,2009-10,8
19600,qld,Transport_postal,Diesel,2009-10,111.5
19594,qld,Transport_postal,LPG,2009-10,5.9
19558,qld,Commercial_services,Naturalgas,2009-10,0.3
19552,qld,Commercial_services,Diesel,2009-10,6.9
19546,qld,Commercial_services,LPG,2009-10,1.3
19538,qld,Commercial_services,Blackcoal,2009-10,0.4
19560,qld,Commercial_services,Solarenergy,2009-10,0
19561,qld,Commercial_services,Electricity,2009-10,46.5
19298,qld,Electricity_gas_water_serv,Blackcoal,2009-10,489.9
19322,qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2009-10,1.3
19321,qld,Electricity_gas_water_serv,Electricity,2009-10,34.4
19318,qld,Electricity_gas_water_serv,Naturalgas,2009-10,101.6
19313,qld,Electricity_gas_water_serv,Fueloil,2009-10,0.4
19312,qld,Electricity_gas_water_serv,Diesel,2009-10,5.1
20089,qld,Residential,Electricity,2009-10,45.3
20088,qld,Residential,Solarenergy,2009-10,1.7
20086,qld,Residential,Naturalgas,2009-10,2.8
20080,qld,Residential,Diesel,2009-10,0.4
20074,qld,Residential,LPG,2009-10,3.5
18410,qld,Manufacturing,Liquid/gasBiofuels,2009-10,0.2
18409,qld,Manufacturing,Electricity,2009-10,59.1
18406,qld,Manufacturing,Naturalgas,2009-10,72.6
18401,qld,Manufacturing,Fueloil,2009-10,7.6
18400,qld,Manufacturing,Diesel,2009-10,3.7
18217,qld,Mining,Electricity,2009-10,20.7
18214,qld,Mining,Naturalgas,2009-10,16.7
18209,qld,Mining,Fueloil,2009-10,0.2
18208,qld,Mining,Diesel,2009-10,47.4
18169,qld,Agriculture,Electricity,2009-10,1.5
18166,qld,Agriculture,Naturalgas,2009-10,0.1
18160,qld,Agriculture,Diesel,2009-10,19.4
18154,qld,Agriculture,LPG,2009-10,0.4
18202,qld,Mining,LPG,2009-10,0
18394,qld,Manufacturing,LPG,2009-10,5.7
18386,qld,Manufacturing,Blackcoal,2009-10,52.7
21526,qld,Construction,Naturalgas,2010-11,0.3
21520,qld,Construction,Diesel,2010-11,6.2
21626,qld,Transport_postal,Liquid/gasBiofuels,2010-11,2
21625,qld,Transport_postal,Electricity,2010-11,4.8
21622,qld,Transport_postal,Naturalgas,2010-11,2.2
21617,qld,Transport_postal,Fueloil,2010-11,7
21616,qld,Transport_postal,Diesel,2010-11,116.7
21610,qld,Transport_postal,LPG,2010-11,4.7
21574,qld,Commercial_services,Naturalgas,2010-11,0.7
21569,qld,Commercial_services,Fueloil,2010-11,0
21568,qld,Commercial_services,Diesel,2010-11,7.1
21562,qld,Commercial_services,LPG,2010-11,1.3
21554,qld,Commercial_services,Blackcoal,2010-11,0.1
21576,qld,Commercial_services,Solarenergy,2010-11,0
21577,qld,Commercial_services,Electricity,2010-11,47.1
21314,qld,Electricity_gas_water_serv,Blackcoal,2010-11,448.5
21328,qld,Electricity_gas_water_serv,Diesel,2010-11,4.8
21338,qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2010-11,1.7
21337,qld,Electricity_gas_water_serv,Electricity,2010-11,29.5
21334,qld,Electricity_gas_water_serv,Naturalgas,2010-11,96.7
21329,qld,Electricity_gas_water_serv,Fueloil,2010-11,0.3
22105,qld,Residential,Electricity,2010-11,46.6
22104,qld,Residential,Solarenergy,2010-11,2
22102,qld,Residential,Naturalgas,2010-11,2.9
22096,qld,Residential,Diesel,2010-11,0.4
22090,qld,Residential,LPG,2010-11,3.7
20426,qld,Manufacturing,Liquid/gasBiofuels,2010-11,0.7
20425,qld,Manufacturing,Electricity,2010-11,59.8
20422,qld,Manufacturing,Naturalgas,2010-11,72.6
20417,qld,Manufacturing,Fueloil,2010-11,11.5
20416,qld,Manufacturing,Diesel,2010-11,5.9
20410,qld,Manufacturing,LPG,2010-11,5.9
20233,qld,Mining,Electricity,2010-11,21.6
20230,qld,Mining,Naturalgas,2010-11,15.1
20225,qld,Mining,Fueloil,2010-11,0.2
20224,qld,Mining,Diesel,2010-11,52.4
20185,qld,Agriculture,Electricity,2010-11,1.5
20182,qld,Agriculture,Naturalgas,2010-11,0.1
20176,qld,Agriculture,Diesel,2010-11,19.2
20170,qld,Agriculture,LPG,2010-11,0.4
20218,qld,Mining,LPG,2010-11,0.1
20402,qld,Manufacturing,Blackcoal,2010-11,45.2
23542,qld,Construction,Naturalgas,2011-12,0.3
23536,qld,Construction,Diesel,2011-12,6.2
23642,qld,Transport_postal,Liquid/gasBiofuels,2011-12,1.3
23641,qld,Transport_postal,Electricity,2011-12,4.8
23638,qld,Transport_postal,Naturalgas,2011-12,2.6
23633,qld,Transport_postal,Fueloil,2011-12,8.8
23632,qld,Transport_postal,Diesel,2011-12,122
23626,qld,Transport_postal,LPG,2011-12,4.8
23590,qld,Commercial_services,Naturalgas,2011-12,0.8
23585,qld,Commercial_services,Fueloil,2011-12,0
23584,qld,Commercial_services,Diesel,2011-12,7.3
23592,qld,Commercial_services,Solarenergy,2011-12,0
23578,qld,Commercial_services,LPG,2011-12,1.3
23570,qld,Commercial_services,Blackcoal,2011-12,0.1
23593,qld,Commercial_services,Electricity,2011-12,45.2
23330,qld,Electricity_gas_water_serv,Blackcoal,2011-12,434.3
23354,qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2011-12,1.8
23353,qld,Electricity_gas_water_serv,Electricity,2011-12,30
23350,qld,Electricity_gas_water_serv,Naturalgas,2011-12,143.3
23345,qld,Electricity_gas_water_serv,Fueloil,2011-12,0.3
23344,qld,Electricity_gas_water_serv,Diesel,2011-12,5.6
24121,qld,Residential,Electricity,2011-12,46.1
24120,qld,Residential,Solarenergy,2011-12,2.2
24118,qld,Residential,Naturalgas,2011-12,2.9
24112,qld,Residential,Diesel,2011-12,0.4
24106,qld,Residential,LPG,2011-12,3.7
22442,qld,Manufacturing,Liquid/gasBiofuels,2011-12,0.8
22441,qld,Manufacturing,Electricity,2011-12,60.8
22438,qld,Manufacturing,Naturalgas,2011-12,80.9
22433,qld,Manufacturing,Fueloil,2011-12,11.4
22432,qld,Manufacturing,Diesel,2011-12,6.9
22426,qld,Manufacturing,LPG,2011-12,5.9
22249,qld,Mining,Electricity,2011-12,23.5
22246,qld,Mining,Naturalgas,2011-12,15.4
22241,qld,Mining,Fueloil,2011-12,0.2
22240,qld,Mining,Diesel,2011-12,63.7
22201,qld,Agriculture,Electricity,2011-12,1.5
22198,qld,Agriculture,Naturalgas,2011-12,0.1
22192,qld,Agriculture,Diesel,2011-12,19.6
22186,qld,Agriculture,LPG,2011-12,0.4
22234,qld,Mining,LPG,2011-12,0.1
22418,qld,Manufacturing,Blackcoal,2011-12,44.4
25561,qld,Construction,Electricity,2012-13,0.2
25558,qld,Construction,Naturalgas,2012-13,0.3
25552,qld,Construction,Diesel,2012-13,6.1
25658,qld,Transport_postal,Liquid/gasBiofuels,2012-13,1.5
25657,qld,Transport_postal,Electricity,2012-13,6.8
25654,qld,Transport_postal,Naturalgas,2012-13,2.7
25649,qld,Transport_postal,Fueloil,2012-13,6.7
25648,qld,Transport_postal,Diesel,2012-13,127.2
25642,qld,Transport_postal,LPG,2012-13,4.7
25606,qld,Commercial_services,Naturalgas,2012-13,0.8
25601,qld,Commercial_services,Fueloil,2012-13,0
25600,qld,Commercial_services,Diesel,2012-13,7.6
25594,qld,Commercial_services,LPG,2012-13,1.4
25586,qld,Commercial_services,Blackcoal,2012-13,0.1
25608,qld,Commercial_services,Solarenergy,2012-13,0
25609,qld,Commercial_services,Electricity,2012-13,48.1
25610,qld,Commercial_services,Liquid/gasBiofuels,2012-13,0.4
25346,qld,Electricity_gas_water_serv,Blackcoal,2012-13,426.1
25370,qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2012-13,0.9
25369,qld,Electricity_gas_water_serv,Electricity,2012-13,29.4
25366,qld,Electricity_gas_water_serv,Naturalgas,2012-13,125.2
25361,qld,Electricity_gas_water_serv,Fueloil,2012-13,0.4
25360,qld,Electricity_gas_water_serv,Diesel,2012-13,4.4
26137,qld,Residential,Electricity,2012-13,46.6
26136,qld,Residential,Solarenergy,2012-13,2.4
