,location,industry,fuels_consumed,date,value
2272,sa,Manufacturing,Diesel,2001-02,1.6
2266,sa,Manufacturing,LPG,2001-02,1.1
2089,sa,Mining,Electricity,2001-02,2.3
2086,sa,Mining,Naturalgas,2001-02,25.9
2080,sa,Mining,Diesel,2001-02,2.4
2074,sa,Mining,LPG,2001-02,0.3
2041,sa,Agriculture,Electricity,2001-02,0.6
2032,sa,Agriculture,Diesel,2001-02,5.5
2026,sa,Agriculture,LPG,2001-02,0.1
5401,sa,Construction,Electricity,2002-03,0
5398,sa,Construction,Naturalgas,2002-03,0.2
5392,sa,Construction,Diesel,2002-03,1.5
5497,sa,Transport_postal,Electricity,2002-03,0.1
5494,sa,Transport_postal,Naturalgas,2002-03,2
5489,sa,Transport_postal,Fueloil,2002-03,0.4
5488,sa,Transport_postal,Diesel,2002-03,25.5
5482,sa,Transport_postal,LPG,2002-03,9.1
5446,sa,Commercial_services,Naturalgas,2002-03,4
5441,sa,Commercial_services,Fueloil,2002-03,0
5440,sa,Commercial_services,Diesel,2002-03,1.7
5434,sa,Commercial_services,LPG,2002-03,0.2
5448,sa,Commercial_services,Solarenergy,2002-03,0
5449,sa,Commercial_services,Electricity,2002-03,12.6
5194,sa,Electricity_gas_water_serv,LPG,2002-03,0
5210,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2002-03,2
5209,sa,Electricity_gas_water_serv,Electricity,2002-03,7.2
5206,sa,Electricity_gas_water_serv,Naturalgas,2002-03,55.6
5200,sa,Electricity_gas_water_serv,Diesel,2002-03,0.6
5977,sa,Residential,Electricity,2002-03,14.4
5976,sa,Residential,Solarenergy,2002-03,0.2
5974,sa,Residential,Naturalgas,2002-03,8.7
5968,sa,Residential,Diesel,2002-03,0.2
5962,sa,Residential,LPG,2002-03,1
4297,sa,Manufacturing,Electricity,2002-03,9.3
4294,sa,Manufacturing,Naturalgas,2002-03,27
4289,sa,Manufacturing,Fueloil,2002-03,0.5
4288,sa,Manufacturing,Diesel,2002-03,0.6
4282,sa,Manufacturing,LPG,2002-03,0.8
4105,sa,Mining,Electricity,2002-03,4.5
4102,sa,Mining,Naturalgas,2002-03,29.2
4096,sa,Mining,Diesel,2002-03,2.7
4057,sa,Agriculture,Electricity,2002-03,0.6
4048,sa,Agriculture,Diesel,2002-03,8.1
4042,sa,Agriculture,LPG,2002-03,0.1
4090,sa,Mining,LPG,2002-03,0.8
7414,sa,Construction,Naturalgas,2003-04,0.2
7408,sa,Construction,Diesel,2003-04,1.4
7417,sa,Construction,Electricity,2003-04,0
7513,sa,Transport_postal,Electricity,2003-04,0.1
7510,sa,Transport_postal,Naturalgas,2003-04,2
7505,sa,Transport_postal,Fueloil,2003-04,0
7504,sa,Transport_postal,Diesel,2003-04,26.7
7498,sa,Transport_postal,LPG,2003-04,9
7462,sa,Commercial_services,Naturalgas,2003-04,4
7457,sa,Commercial_services,Fueloil,2003-04,0
7456,sa,Commercial_services,Diesel,2003-04,1.7
7450,sa,Commercial_services,LPG,2003-04,0.2
7464,sa,Commercial_services,Solarenergy,2003-04,0
7465,sa,Commercial_services,Electricity,2003-04,12.9
7210,sa,Electricity_gas_water_serv,LPG,2003-04,0
7226,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2003-04,2
7225,sa,Electricity_gas_water_serv,Electricity,2003-04,7.4
7222,sa,Electricity_gas_water_serv,Naturalgas,2003-04,56.2
7216,sa,Electricity_gas_water_serv,Diesel,2003-04,0.7
7993,sa,Residential,Electricity,2003-04,16
7992,sa,Residential,Solarenergy,2003-04,0.2
7990,sa,Residential,Naturalgas,2003-04,9.2
7984,sa,Residential,Diesel,2003-04,0.2
7978,sa,Residential,LPG,2003-04,1
6313,sa,Manufacturing,Electricity,2003-04,9.5
6310,sa,Manufacturing,Naturalgas,2003-04,27.8
6305,sa,Manufacturing,Fueloil,2003-04,0.5
6304,sa,Manufacturing,Diesel,2003-04,0.6
6298,sa,Manufacturing,LPG,2003-04,0.8
6121,sa,Mining,Electricity,2003-04,4.5
6118,sa,Mining,Naturalgas,2003-04,28.6
6112,sa,Mining,Diesel,2003-04,2.4
6106,sa,Mining,LPG,2003-04,0.8
6073,sa,Agriculture,Electricity,2003-04,0.7
6064,sa,Agriculture,Diesel,2003-04,7
6058,sa,Agriculture,LPG,2003-04,0.1
9433,sa,Construction,Electricity,2004-05,0
9430,sa,Construction,Naturalgas,2004-05,0.7
9424,sa,Construction,Diesel,2004-05,1.4
9529,sa,Transport_postal,Electricity,2004-05,0.1
9526,sa,Transport_postal,Naturalgas,2004-05,2.2
9521,sa,Transport_postal,Fueloil,2004-05,0
9520,sa,Transport_postal,Diesel,2004-05,27
9514,sa,Transport_postal,LPG,2004-05,8.2
9478,sa,Commercial_services,Naturalgas,2004-05,4.2
9472,sa,Commercial_services,Diesel,2004-05,1.7
9480,sa,Commercial_services,Solarenergy,2004-05,0
9466,sa,Commercial_services,LPG,2004-05,0.2
9481,sa,Commercial_services,Electricity,2004-05,12.7
9226,sa,Electricity_gas_water_serv,LPG,2004-05,0
9242,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2004-05,1
9241,sa,Electricity_gas_water_serv,Electricity,2004-05,7.1
9238,sa,Electricity_gas_water_serv,Naturalgas,2004-05,57.9
9232,sa,Electricity_gas_water_serv,Diesel,2004-05,0.7
10009,sa,Residential,Electricity,2004-05,15.6
10008,sa,Residential,Solarenergy,2004-05,0.2
10006,sa,Residential,Naturalgas,2004-05,10.2
10000,sa,Residential,Diesel,2004-05,0.2
9994,sa,Residential,LPG,2004-05,1
8329,sa,Manufacturing,Electricity,2004-05,9.2
8326,sa,Manufacturing,Naturalgas,2004-05,30.1
8321,sa,Manufacturing,Fueloil,2004-05,0.5
8320,sa,Manufacturing,Diesel,2004-05,0.6
8314,sa,Manufacturing,LPG,2004-05,0.8
8137,sa,Mining,Electricity,2004-05,4.9
8134,sa,Mining,Naturalgas,2004-05,25.3
8128,sa,Mining,Diesel,2004-05,2.4
8089,sa,Agriculture,Electricity,2004-05,0.7
8080,sa,Agriculture,Diesel,2004-05,7.7
8074,sa,Agriculture,LPG,2004-05,0.1
8122,sa,Mining,LPG,2004-05,0.8
11449,sa,Construction,Electricity,2005-06,0
11446,sa,Construction,Naturalgas,2005-06,0.7
11440,sa,Construction,Diesel,2005-06,1.1
11545,sa,Transport_postal,Electricity,2005-06,0.1
11542,sa,Transport_postal,Naturalgas,2005-06,2.5
11537,sa,Transport_postal,Fueloil,2005-06,0
11536,sa,Transport_postal,Diesel,2005-06,27.6
11530,sa,Transport_postal,LPG,2005-06,9.1
11494,sa,Commercial_services,Naturalgas,2005-06,4.5
11488,sa,Commercial_services,Diesel,2005-06,1.5
11496,sa,Commercial_services,Solarenergy,2005-06,0
11482,sa,Commercial_services,LPG,2005-06,0.2
11497,sa,Commercial_services,Electricity,2005-06,12.7
11242,sa,Electricity_gas_water_serv,LPG,2005-06,0
11258,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2005-06,1
11257,sa,Electricity_gas_water_serv,Electricity,2005-06,6.8
11254,sa,Electricity_gas_water_serv,Naturalgas,2005-06,49.4
11248,sa,Electricity_gas_water_serv,Diesel,2005-06,0.8
12025,sa,Residential,Electricity,2005-06,15.8
12024,sa,Residential,Solarenergy,2005-06,0.2
12022,sa,Residential,Naturalgas,2005-06,10.7
12016,sa,Residential,Diesel,2005-06,0.2
12010,sa,Residential,LPG,2005-06,1.1
10345,sa,Manufacturing,Electricity,2005-06,10.3
10342,sa,Manufacturing,Naturalgas,2005-06,30.6
10337,sa,Manufacturing,Fueloil,2005-06,0.6
10336,sa,Manufacturing,Diesel,2005-06,0.6
10153,sa,Mining,Electricity,2005-06,4.7
10150,sa,Mining,Naturalgas,2005-06,21.8
10144,sa,Mining,Diesel,2005-06,1.9
10105,sa,Agriculture,Electricity,2005-06,0.9
10096,sa,Agriculture,Diesel,2005-06,7.5
10090,sa,Agriculture,LPG,2005-06,0.1
10138,sa,Mining,LPG,2005-06,1.5
10330,sa,Manufacturing,LPG,2005-06,0.8
13465,sa,Construction,Electricity,2006-07,0
13462,sa,Construction,Naturalgas,2006-07,0.7
13456,sa,Construction,Diesel,2006-07,1.1
13561,sa,Transport_postal,Electricity,2006-07,0.1
13558,sa,Transport_postal,Naturalgas,2006-07,2.5
13553,sa,Transport_postal,Fueloil,2006-07,0
13552,sa,Transport_postal,Diesel,2006-07,28.3
13546,sa,Transport_postal,LPG,2006-07,7.9
13504,sa,Commercial_services,Diesel,2006-07,1.5
13498,sa,Commercial_services,LPG,2006-07,0.2
13510,sa,Commercial_services,Naturalgas,2006-07,4.6
13512,sa,Commercial_services,Solarenergy,2006-07,0
13513,sa,Commercial_services,Electricity,2006-07,13.5
13258,sa,Electricity_gas_water_serv,LPG,2006-07,0
13274,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2006-07,0.9
13273,sa,Electricity_gas_water_serv,Electricity,2006-07,6.4
13270,sa,Electricity_gas_water_serv,Naturalgas,2006-07,71
13264,sa,Electricity_gas_water_serv,Diesel,2006-07,0.9
14041,sa,Residential,Electricity,2006-07,16.8
14040,sa,Residential,Solarenergy,2006-07,0.5
14038,sa,Residential,Naturalgas,2006-07,10.6
14032,sa,Residential,Diesel,2006-07,0.2
14026,sa,Residential,LPG,2006-07,1
12361,sa,Manufacturing,Electricity,2006-07,10.8
12358,sa,Manufacturing,Naturalgas,2006-07,30.1
12353,sa,Manufacturing,Fueloil,2006-07,0.6
12352,sa,Manufacturing,Diesel,2006-07,0.7
12346,sa,Manufacturing,LPG,2006-07,0.8
12169,sa,Mining,Electricity,2006-07,5.2
12166,sa,Mining,Naturalgas,2006-07,17
12160,sa,Mining,Diesel,2006-07,1.4
12121,sa,Agriculture,Electricity,2006-07,1
12112,sa,Agriculture,Diesel,2006-07,7.3
12106,sa,Agriculture,LPG,2006-07,0.1
12154,sa,Mining,LPG,2006-07,1.3
15481,sa,Construction,Electricity,2007-08,0
15478,sa,Construction,Naturalgas,2007-08,0.7
15472,sa,Construction,Diesel,2007-08,1.1
15577,sa,Transport_postal,Electricity,2007-08,0.1
15574,sa,Transport_postal,Naturalgas,2007-08,2.6
15568,sa,Transport_postal,Diesel,2007-08,29.3
15562,sa,Transport_postal,LPG,2007-08,7.4
15520,sa,Commercial_services,Diesel,2007-08,1.5
15514,sa,Commercial_services,LPG,2007-08,0.2
15526,sa,Commercial_services,Naturalgas,2007-08,4.8
15528,sa,Commercial_services,Solarenergy,2007-08,0
15529,sa,Commercial_services,Electricity,2007-08,13.6
15274,sa,Electricity_gas_water_serv,LPG,2007-08,0
15290,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2007-08,0.6
15289,sa,Electricity_gas_water_serv,Electricity,2007-08,6.3
15286,sa,Electricity_gas_water_serv,Naturalgas,2007-08,79.4
15280,sa,Electricity_gas_water_serv,Diesel,2007-08,0.7
16057,sa,Residential,Electricity,2007-08,16.8
16056,sa,Residential,Solarenergy,2007-08,0.5
16054,sa,Residential,Naturalgas,2007-08,10.8
16048,sa,Residential,Diesel,2007-08,0.2
16042,sa,Residential,LPG,2007-08,1.3
14377,sa,Manufacturing,Electricity,2007-08,10.5
14374,sa,Manufacturing,Naturalgas,2007-08,31.3
14369,sa,Manufacturing,Fueloil,2007-08,0.6
14368,sa,Manufacturing,Diesel,2007-08,0.6
14362,sa,Manufacturing,LPG,2007-08,0.9
14185,sa,Mining,Electricity,2007-08,5.1
14182,sa,Mining,Naturalgas,2007-08,16
14176,sa,Mining,Diesel,2007-08,1.4
14137,sa,Agriculture,Electricity,2007-08,1
14128,sa,Agriculture,Diesel,2007-08,7.7
14122,sa,Agriculture,LPG,2007-08,0.1
14170,sa,Mining,LPG,2007-08,1
17494,sa,Construction,Naturalgas,2008-09,0.6
17497,sa,Construction,Electricity,2008-09,0
17488,sa,Construction,Diesel,2008-09,1
17594,sa,Transport_postal,Liquid/gasBiofuels,2008-09,0.4
17593,sa,Transport_postal,Electricity,2008-09,0.2
17590,sa,Transport_postal,Naturalgas,2008-09,1.1
17585,sa,Transport_postal,Fueloil,2008-09,0.5
17584,sa,Transport_postal,Diesel,2008-09,31
17578,sa,Transport_postal,LPG,2008-09,7.1
17542,sa,Commercial_services,Naturalgas,2008-09,4.8
17536,sa,Commercial_services,Diesel,2008-09,1.5
17530,sa,Commercial_services,LPG,2008-09,0.2
17544,sa,Commercial_services,Solarenergy,2008-09,0
17545,sa,Commercial_services,Electricity,2008-09,13.6
17306,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2008-09,0.9
17305,sa,Electricity_gas_water_serv,Electricity,2008-09,7.6
17302,sa,Electricity_gas_water_serv,Naturalgas,2008-09,72.2
17296,sa,Electricity_gas_water_serv,Diesel,2008-09,0.9
18073,sa,Residential,Electricity,2008-09,17.3
18072,sa,Residential,Solarenergy,2008-09,0.6
18070,sa,Residential,Naturalgas,2008-09,11
18064,sa,Residential,Diesel,2008-09,0.2
18058,sa,Residential,LPG,2008-09,1.3
16393,sa,Manufacturing,Electricity,2008-09,10
16390,sa,Manufacturing,Naturalgas,2008-09,26.2
16385,sa,Manufacturing,Fueloil,2008-09,0.4
16384,sa,Manufacturing,Diesel,2008-09,0.5
16378,sa,Manufacturing,LPG,2008-09,0.8
16201,sa,Mining,Electricity,2008-09,5.3
16198,sa,Mining,Naturalgas,2008-09,18.1
16192,sa,Mining,Diesel,2008-09,2.5
16186,sa,Mining,LPG,2008-09,1
16153,sa,Agriculture,Electricity,2008-09,0.9
16144,sa,Agriculture,Diesel,2008-09,6.6
16138,sa,Agriculture,LPG,2008-09,0.1
19513,sa,Construction,Electricity,2009-10,0
19510,sa,Construction,Naturalgas,2009-10,0.6
19504,sa,Construction,Diesel,2009-10,1
19610,sa,Transport_postal,Liquid/gasBiofuels,2009-10,0.4
19609,sa,Transport_postal,Electricity,2009-10,0.2
19606,sa,Transport_postal,Naturalgas,2009-10,1.1
19601,sa,Transport_postal,Fueloil,2009-10,0.3
19600,sa,Transport_postal,Diesel,2009-10,32.1
19594,sa,Transport_postal,LPG,2009-10,6.4
19558,sa,Commercial_services,Naturalgas,2009-10,4.8
19552,sa,Commercial_services,Diesel,2009-10,1.5
19546,sa,Commercial_services,LPG,2009-10,0.2
19560,sa,Commercial_services,Solarenergy,2009-10,0
19561,sa,Commercial_services,Electricity,2009-10,13.9
19322,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2009-10,0.9
19321,sa,Electricity_gas_water_serv,Electricity,2009-10,6.9
19318,sa,Electricity_gas_water_serv,Naturalgas,2009-10,55.9
19312,sa,Electricity_gas_water_serv,Diesel,2009-10,2
20089,sa,Residential,Electricity,2009-10,17.9
20088,sa,Residential,Solarenergy,2009-10,0.7
20086,sa,Residential,Naturalgas,2009-10,10.7
20080,sa,Residential,Diesel,2009-10,0.2
20074,sa,Residential,LPG,2009-10,1.3
18409,sa,Manufacturing,Electricity,2009-10,10
18406,sa,Manufacturing,Naturalgas,2009-10,28.1
18401,sa,Manufacturing,Fueloil,2009-10,0.1
18400,sa,Manufacturing,Diesel,2009-10,0.5
18217,sa,Mining,Electricity,2009-10,4.7
18214,sa,Mining,Naturalgas,2009-10,18.2
18208,sa,Mining,Diesel,2009-10,2.7
18169,sa,Agriculture,Electricity,2009-10,1
18160,sa,Agriculture,Diesel,2009-10,5.9
18154,sa,Agriculture,LPG,2009-10,0.1
18202,sa,Mining,LPG,2009-10,0.8
18394,sa,Manufacturing,LPG,2009-10,0.6
21529,sa,Construction,Electricity,2010-11,0
21526,sa,Construction,Naturalgas,2010-11,0.6
21520,sa,Construction,Diesel,2010-11,1
21626,sa,Transport_postal,Liquid/gasBiofuels,2010-11,0.5
21625,sa,Transport_postal,Electricity,2010-11,0.3
21622,sa,Transport_postal,Naturalgas,2010-11,1.3
21617,sa,Transport_postal,Fueloil,2010-11,0.4
21616,sa,Transport_postal,Diesel,2010-11,34.3
21610,sa,Transport_postal,LPG,2010-11,5.4
21574,sa,Commercial_services,Naturalgas,2010-11,2.8
21568,sa,Commercial_services,Diesel,2010-11,1.5
21562,sa,Commercial_services,LPG,2010-11,0.2
21576,sa,Commercial_services,Solarenergy,2010-11,0
21577,sa,Commercial_services,Electricity,2010-11,13.9
21322,sa,Electricity_gas_water_serv,LPG,2010-11,0
21328,sa,Electricity_gas_water_serv,Diesel,2010-11,1.1
21338,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2010-11,0.9
21337,sa,Electricity_gas_water_serv,Electricity,2010-11,7.9
21334,sa,Electricity_gas_water_serv,Naturalgas,2010-11,63.7
22105,sa,Residential,Electricity,2010-11,18.3
22104,sa,Residential,Solarenergy,2010-11,0.8
22102,sa,Residential,Naturalgas,2010-11,10.7
22096,sa,Residential,Diesel,2010-11,0.2
22090,sa,Residential,LPG,2010-11,1.4
20425,sa,Manufacturing,Electricity,2010-11,10.1
20422,sa,Manufacturing,Naturalgas,2010-11,25.8
20417,sa,Manufacturing,Fueloil,2010-11,0.1
20416,sa,Manufacturing,Diesel,2010-11,0.4
20410,sa,Manufacturing,LPG,2010-11,0.6
20233,sa,Mining,Electricity,2010-11,5.8
20230,sa,Mining,Naturalgas,2010-11,17
20224,sa,Mining,Diesel,2010-11,4.2
20185,sa,Agriculture,Electricity,2010-11,0.9
20176,sa,Agriculture,Diesel,2010-11,5.3
20170,sa,Agriculture,LPG,2010-11,0.1
20218,sa,Mining,LPG,2010-11,0.9
23545,sa,Construction,Electricity,2011-12,0
23542,sa,Construction,Naturalgas,2011-12,0.6
23536,sa,Construction,Diesel,2011-12,1
23642,sa,Transport_postal,Liquid/gasBiofuels,2011-12,0.6
23641,sa,Transport_postal,Electricity,2011-12,0.3
23638,sa,Transport_postal,Naturalgas,2011-12,0.8
23633,sa,Transport_postal,Fueloil,2011-12,0.6
23632,sa,Transport_postal,Diesel,2011-12,34.8
23626,sa,Transport_postal,LPG,2011-12,5.6
23590,sa,Commercial_services,Naturalgas,2011-12,2.7
23584,sa,Commercial_services,Diesel,2011-12,1.6
23592,sa,Commercial_services,Solarenergy,2011-12,0
23578,sa,Commercial_services,LPG,2011-12,0.2
23593,sa,Commercial_services,Electricity,2011-12,13.3
23338,sa,Electricity_gas_water_serv,LPG,2011-12,0
23354,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2011-12,0.9
23353,sa,Electricity_gas_water_serv,Electricity,2011-12,7.3
23350,sa,Electricity_gas_water_serv,Naturalgas,2011-12,64.2
23344,sa,Electricity_gas_water_serv,Diesel,2011-12,1.2
24121,sa,Residential,Electricity,2011-12,18.2
24120,sa,Residential,Solarenergy,2011-12,0.8
24118,sa,Residential,Naturalgas,2011-12,11.7
24112,sa,Residential,Diesel,2011-12,0.2
24106,sa,Residential,LPG,2011-12,1.3
22441,sa,Manufacturing,Electricity,2011-12,9.8
22438,sa,Manufacturing,Naturalgas,2011-12,27.3
22433,sa,Manufacturing,Fueloil,2011-12,0.2
22432,sa,Manufacturing,Diesel,2011-12,0.5
22426,sa,Manufacturing,LPG,2011-12,1
22249,sa,Mining,Electricity,2011-12,5.9
22246,sa,Mining,Naturalgas,2011-12,17.7
22240,sa,Mining,Diesel,2011-12,6
22201,sa,Agriculture,Electricity,2011-12,1
22198,sa,Agriculture,Naturalgas,2011-12,0.1
22192,sa,Agriculture,Diesel,2011-12,5.3
22186,sa,Agriculture,LPG,2011-12,0.1
22234,sa,Mining,LPG,2011-12,1
25561,sa,Construction,Electricity,2012-13,0
25558,sa,Construction,Naturalgas,2012-13,0.6
25552,sa,Construction,Diesel,2012-13,1
25658,sa,Transport_postal,Liquid/gasBiofuels,2012-13,0.5
25657,sa,Transport_postal,Electricity,2012-13,0.3
25654,sa,Transport_postal,Naturalgas,2012-13,1.2
25649,sa,Transport_postal,Fueloil,2012-13,0.4
25648,sa,Transport_postal,Diesel,2012-13,35.8
25642,sa,Transport_postal,LPG,2012-13,5.9
25606,sa,Commercial_services,Naturalgas,2012-13,2.7
25600,sa,Commercial_services,Diesel,2012-13,1.7
25594,sa,Commercial_services,LPG,2012-13,0.3
25608,sa,Commercial_services,Solarenergy,2012-13,0
25609,sa,Commercial_services,Electricity,2012-13,13.7
25354,sa,Electricity_gas_water_serv,LPG,2012-13,0
25370,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2012-13,1
25369,sa,Electricity_gas_water_serv,Electricity,2012-13,8.3
25366,sa,Electricity_gas_water_serv,Naturalgas,2012-13,66.3
25360,sa,Electricity_gas_water_serv,Diesel,2012-13,1
26137,sa,Residential,Electricity,2012-13,18
26136,sa,Residential,Solarenergy,2012-13,0.8
26134,sa,Residential,Naturalgas,2012-13,11.8
26128,sa,Residential,Diesel,2012-13,0.2
26122,sa,Residential,LPG,2012-13,1.3
24457,sa,Manufacturing,Electricity,2012-13,9.3
24454,sa,Manufacturing,Naturalgas,2012-13,24.9
24449,sa,Manufacturing,Fueloil,2012-13,0.4
24448,sa,Manufacturing,Diesel,2012-13,0.6
24265,sa,Mining,Electricity,2012-13,6.1
24262,sa,Mining,Naturalgas,2012-13,17.1
24256,sa,Mining,Diesel,2012-13,8.5
24217,sa,Agriculture,Electricity,2012-13,0.9
24214,sa,Agriculture,Naturalgas,2012-13,0.1
24208,sa,Agriculture,Diesel,2012-13,5.3
24202,sa,Agriculture,LPG,2012-13,0.1
24250,sa,Mining,LPG,2012-13,0.9
24442,sa,Manufacturing,LPG,2012-13,0.8
27577,sa,Construction,Electricity,2013-14,0
27574,sa,Construction,Naturalgas,2013-14,0.6
27568,sa,Construction,Diesel,2013-14,1
27674,sa,Transport_postal,Liquid/gasBiofuels,2013-14,0.6
27673,sa,Transport_postal,Electricity,2013-14,0.3
27670,sa,Transport_postal,Naturalgas,2013-14,0.9
27665,sa,Transport_postal,Fueloil,2013-14,0.5
27664,sa,Transport_postal,Diesel,2013-14,36.4
27658,sa,Transport_postal,LPG,2013-14,4.5
27616,sa,Commercial_services,Diesel,2013-14,1.6
27610,sa,Commercial_services,LPG,2013-14,0.3
27622,sa,Commercial_services,Naturalgas,2013-14,5
27624,sa,Commercial_services,Solarenergy,2013-14,0
27625,sa,Commercial_services,Electricity,2013-14,13.7
27370,sa,Electricity_gas_water_serv,LPG,2013-14,0
27386,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2013-14,1.1
27385,sa,Electricity_gas_water_serv,Electricity,2013-14,8.6
27382,sa,Electricity_gas_water_serv,Naturalgas,2013-14,55.5
27376,sa,Electricity_gas_water_serv,Diesel,2013-14,1.2
28153,sa,Residential,Electricity,2013-14,17.3
28152,sa,Residential,Solarenergy,2013-14,0.8
28150,sa,Residential,Naturalgas,2013-14,11.9
28144,sa,Residential,Diesel,2013-14,0.2
28138,sa,Residential,LPG,2013-14,1.4
26473,sa,Manufacturing,Electricity,2013-14,9.9
26470,sa,Manufacturing,Naturalgas,2013-14,24
26465,sa,Manufacturing,Fueloil,2013-14,0.6
26464,sa,Manufacturing,Diesel,2013-14,0.6
26458,sa,Manufacturing,LPG,2013-14,0.8
26281,sa,Mining,Electricity,2013-14,6.4
26278,sa,Mining,Naturalgas,2013-14,18.8
26272,sa,Mining,Diesel,2013-14,8.8
26266,sa,Mining,LPG,2013-14,0.8
26233,sa,Agriculture,Electricity,2013-14,1.3
26230,sa,Agriculture,Naturalgas,2013-14,0.1
26224,sa,Agriculture,Diesel,2013-14,5
26218,sa,Agriculture,LPG,2013-14,0.1
29593,sa,Construction,Electricity,2014-15,0
29590,sa,Construction,Naturalgas,2014-15,0.6
29584,sa,Construction,Diesel,2014-15,0.9
29690,sa,Transport_postal,Liquid/gasBiofuels,2014-15,0.5
29689,sa,Transport_postal,Electricity,2014-15,0.2
29686,sa,Transport_postal,Naturalgas,2014-15,0.9
29681,sa,Transport_postal,Fueloil,2014-15,0.4
29680,sa,Transport_postal,Diesel,2014-15,38.4
29674,sa,Transport_postal,LPG,2014-15,3.9
29638,sa,Commercial_services,Naturalgas,2014-15,5.3
29632,sa,Commercial_services,Diesel,2014-15,1.6
29640,sa,Commercial_services,Solarenergy,2014-15,0
29626,sa,Commercial_services,LPG,2014-15,0.3
29641,sa,Commercial_services,Electricity,2014-15,14.8
29386,sa,Electricity_gas_water_serv,LPG,2014-15,0
29402,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2014-15,1.5
29401,sa,Electricity_gas_water_serv,Electricity,2014-15,8.1
29398,sa,Electricity_gas_water_serv,Naturalgas,2014-15,47.9
29392,sa,Electricity_gas_water_serv,Diesel,2014-15,1.7
30169,sa,Residential,Electricity,2014-15,17.1
30168,sa,Residential,Solarenergy,2014-15,0.9
30166,sa,Residential,Naturalgas,2014-15,12
30160,sa,Residential,Diesel,2014-15,0.2
30154,sa,Residential,LPG,2014-15,1.4
28489,sa,Manufacturing,Electricity,2014-15,8.9
28486,sa,Manufacturing,Naturalgas,2014-15,21.7
28481,sa,Manufacturing,Fueloil,2014-15,0.4
28480,sa,Manufacturing,Diesel,2014-15,0.6
28474,sa,Manufacturing,LPG,2014-15,0.6
28297,sa,Mining,Electricity,2014-15,6
28294,sa,Mining,Naturalgas,2014-15,17.9
28288,sa,Mining,Diesel,2014-15,8.2
28249,sa,Agriculture,Electricity,2014-15,1.2
28246,sa,Agriculture,Naturalgas,2014-15,0.1
28240,sa,Agriculture,Diesel,2014-15,5.2
28234,sa,Agriculture,LPG,2014-15,0.1
28282,sa,Mining,LPG,2014-15,0.7
31609,sa,Construction,Electricity,2015-16,0
31606,sa,Construction,Naturalgas,2015-16,0.6
31600,sa,Construction,Diesel,2015-16,0.9
31706,sa,Transport_postal,Liquid/gasBiofuels,2015-16,0.5
31705,sa,Transport_postal,Electricity,2015-16,0.1
31702,sa,Transport_postal,Naturalgas,2015-16,1.7
31697,sa,Transport_postal,Fueloil,2015-16,0.4
31696,sa,Transport_postal,Diesel,2015-16,40
31690,sa,Transport_postal,LPG,2015-16,3.2
31654,sa,Commercial_services,Naturalgas,2015-16,5.5
31648,sa,Commercial_services,Diesel,2015-16,1.6
31656,sa,Commercial_services,Solarenergy,2015-16,0
31642,sa,Commercial_services,LPG,2015-16,0.2
31657,sa,Commercial_services,Electricity,2015-16,14.9
31402,sa,Electricity_gas_water_serv,LPG,2015-16,0
31418,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2015-16,1.3
31417,sa,Electricity_gas_water_serv,Electricity,2015-16,8.4
31414,sa,Electricity_gas_water_serv,Naturalgas,2015-16,49.8
31408,sa,Electricity_gas_water_serv,Diesel,2015-16,1
32185,sa,Residential,Electricity,2015-16,17.5
32184,sa,Residential,Solarenergy,2015-16,0.9
32182,sa,Residential,Naturalgas,2015-16,12.2
32170,sa,Residential,LPG,2015-16,1.9
30505,sa,Manufacturing,Electricity,2015-16,9
30502,sa,Manufacturing,Naturalgas,2015-16,21.1
30497,sa,Manufacturing,Fueloil,2015-16,0.3
30496,sa,Manufacturing,Diesel,2015-16,0.6
30313,sa,Mining,Electricity,2015-16,6.3
30310,sa,Mining,Naturalgas,2015-16,16.8
30304,sa,Mining,Diesel,2015-16,5.3
30265,sa,Agriculture,Electricity,2015-16,1.1
30262,sa,Agriculture,Naturalgas,2015-16,0.1
30256,sa,Agriculture,Diesel,2015-16,5.3
30250,sa,Agriculture,LPG,2015-16,0.1
30298,sa,Mining,LPG,2015-16,0.7
30490,sa,Manufacturing,LPG,2015-16,0.6
33625,sa,Construction,Electricity,2016-17,0
33622,sa,Construction,Naturalgas,2016-17,0.6
33616,sa,Construction,Diesel,2016-17,0.9
33722,sa,Transport_postal,Liquid/gasBiofuels,2016-17,0.1
33721,sa,Transport_postal,Electricity,2016-17,0.2
33718,sa,Transport_postal,Naturalgas,2016-17,2
33713,sa,Transport_postal,Fueloil,2016-17,0.4
